Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
H. Phillips,19,England,52,69,Southend United,CM,51,38,42,52,48,51,43,38,48,42,52,52,50,52,44,51,43,38,48,42,52,52,50,52,44,50
C. Lonsdale,18,England,52,67,Bolton Wanderers,LB,37,52,45,39,37,37,51,52,37,45,39,42,39,41,50,37,51,52,37,45,39,42,39,41,50,39
M. Hudson,18,England,52,70,Preston North End,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Hawsawi,20,Saudi Arabia,52,67,Al Fayha,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Rowles,19,Australia,52,69,Central Coast Mariners,CB,36,51,46,35,37,36,49,51,37,46,35,37,36,36,46,36,49,51,37,46,35,37,36,36,46,36
J. Barrigan,19,England,52,67,Wigan Athletic,ST,46,29,30,49,40,46,31,29,40,30,49,45,51,47,32,46,31,29,40,30,49,45,51,47,32,51
L. Matarese,19,Italy,52,66,Frosinone,LW,50,33,36,52,44,50,38,33,44,36,52,51,53,52,39,50,38,33,44,36,52,51,53,52,39,53
F. Hornung,21,Switzerland,52,65,FC Thun,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Whiteman,18,England,52,75,Tottenham Hotspur,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Al Basisi,39,Saudi Arabia,52,52,Ohod Club,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
W. O'Hora,18,Republic of Ireland,52,66,Bohemian FC,CB,34,51,44,34,36,34,46,51,36,44,34,35,35,33,44,34,46,51,36,44,34,35,35,33,44,35
V. Støvland,21,Norway,52,62,Sandefjord Fotball,CM,50,46,49,49,51,50,47,46,51,49,49,51,47,48,48,50,47,46,51,49,49,51,47,48,48,47
A. Al Eid,19,Saudi Arabia,52,68,Al Fateh,CAM,51,40,42,50,47,51,41,40,47,42,50,50,49,51,43,51,41,40,47,42,50,50,49,51,43,49
P. Schmieder,18,Germany,52,66,SV Darmstadt 98,CDM,40,51,48,38,41,40,49,51,41,48,38,41,39,40,48,40,49,51,41,48,38,41,39,40,48,39
M. Lema,17,Austria,52,76,SK Sturm Graz,RM,49,31,36,49,45,49,38,31,45,36,49,51,47,51,41,49,38,31,45,36,49,51,47,51,41,47
J. Lindsay,21,Scotland,52,65,Ross County FC,CM,51,51,53,49,53,51,53,51,53,53,49,52,48,49,53,51,53,51,53,53,49,52,48,49,53,48
D. Agamez,18,Colombia,52,67,Jaguares Fútbol Club,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Cotton,20,England,52,64,Southend United,LM,50,29,33,52,42,50,37,29,42,33,52,51,50,53,40,50,37,29,42,33,52,51,50,53,40,50
L. Haren,19,Denmark,52,66,Randers FC,RM,50,36,38,50,45,50,40,36,45,38,50,51,48,52,41,50,40,36,45,38,50,51,48,52,41,48
M. Al Zubaidi,19,Saudi Arabia,52,63,Ettifaq FC,LB,41,48,43,41,39,41,51,48,39,43,41,45,39,45,50,41,51,48,39,43,41,45,39,45,50,39
S. Al Khayri,22,Saudi Arabia,52,61,Ettifaq FC,RB,37,51,44,40,36,37,51,51,36,44,40,43,40,42,50,37,51,51,36,44,40,43,40,42,50,40
P. Jennings,37,England,52,52,St. Patrick's Athletic,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Kitolano,17,Norway,52,67,Odds BK,LB,45,47,47,46,44,45,51,47,44,47,46,49,44,48,51,45,51,47,44,47,46,49,44,48,51,44
K. Velde,17,Norway,52,62,FK Haugesund,ST,49,31,33,51,42,49,34,31,42,33,51,48,51,49,35,49,34,31,42,33,51,48,51,49,35,51
Y. Bedoya,22,Colombia,52,60,Atlético Huila,RM,50,35,39,50,46,50,42,35,46,39,50,51,47,51,43,50,42,35,46,39,50,51,47,51,43,47
D. Petermann,22,Italy,52,59,Palermo,CM,51,51,52,48,51,51,50,51,51,52,48,51,45,49,50,51,50,51,51,52,48,51,45,49,50,45
R. Vinderslev,19,Denmark,52,68,SønderjyskE,CM,50,47,50,49,51,50,48,47,51,50,49,50,47,48,48,50,48,47,51,50,49,50,47,48,48,47
S. Gönitzer,20,Switzerland,52,61,FC St. Gallen,LB,39,51,46,40,39,39,51,51,39,46,40,42,39,42,49,39,51,51,39,46,40,42,39,42,49,39
T. Staubli,17,Switzerland,52,72,FC St. Gallen,RM,50,31,36,49,45,50,38,31,45,36,49,51,46,51,40,50,38,31,45,36,49,51,46,51,40,46
R. Watson,21,England,52,64,Scunthorpe United,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Thøgersen,17,Denmark,52,70,Aarhus GF,LB,43,46,44,43,41,43,51,46,41,44,43,46,41,46,50,43,51,46,41,44,43,46,41,46,50,41
K. Lunding,17,Denmark,52,68,Aarhus GF,RM,49,36,38,50,44,49,41,36,44,38,50,51,48,51,43,49,41,36,44,38,50,51,48,51,43,48
P. Born,22,Denmark,52,61,SønderjyskE,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Livingstone,19,Scotland,52,66,Motherwell,RM,50,33,39,49,45,50,40,33,45,39,49,51,47,51,42,50,40,33,45,39,49,51,47,51,42,47
N. Gribenco,20,Denmark,52,68,Aarhus GF,LM,51,32,36,52,45,51,37,32,45,36,52,51,51,52,39,51,37,32,45,36,52,51,51,52,39,51
M. Gillam,18,England,52,66,Rochdale,ST,50,30,32,51,43,50,33,30,43,32,51,49,51,51,35,50,33,30,43,32,51,49,51,51,35,51
A. André Jr,20,France,52,60,Bristol Rovers,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Carpenter,26,Republic of Ireland,52,54,Shamrock Rovers,LB,37,52,45,38,37,37,51,52,37,45,38,41,37,40,49,37,51,52,37,45,38,41,37,40,49,37
A. Burke-Gilroy,19,Australia,52,67,Newcastle Jets,CAM,51,39,44,49,49,51,43,39,49,44,49,50,45,49,44,51,43,39,49,44,49,50,45,49,44,45
J. Champness,20,Australia,52,69,Newcastle Jets,LW,50,30,34,51,43,50,37,30,43,34,51,50,52,52,39,50,37,30,43,34,51,50,52,52,39,52
P. Maronilli,19,Italy,52,65,Cittadella,CB,33,51,44,34,35,33,48,51,35,44,34,35,36,34,45,33,48,51,35,44,34,35,36,34,45,36
Hugo,23,Spain,52,61,Albacete Balompié,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
C. McLennan,17,Scotland,52,72,Aberdeen,ST,49,33,35,50,44,49,35,33,44,35,50,48,51,49,36,49,35,33,44,35,50,48,51,49,36,51
C. O'Keeffe,19,Republic of Ireland,51,68,Birmingham City,RB,50,49,49,51,50,50,48,49,50,49,51,50,51,49,48,50,48,49,50,49,51,50,51,49,48,51
M. O'Connor,18,Republic of Ireland,51,64,Shamrock Rovers,ST,47,31,32,49,41,47,34,31,41,32,49,46,50,47,35,47,34,31,41,32,49,46,50,47,35,50
Kim Hyun Tae,22,Korea Republic,51,57,Jeonnam Dragons,CM,47,50,50,45,48,47,50,50,48,50,45,48,46,46,49,47,50,50,48,50,45,48,46,46,49,46
S. Tsuji,19,Japan,51,67,Sagan Tosu,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Brouder,18,Republic of Ireland,51,61,Limerick FC,CB,31,50,44,31,35,31,46,50,35,44,31,33,32,31,44,31,46,50,35,44,31,33,32,31,44,32
M. Andersen,18,Denmark,51,67,FC Nordsjælland,CM,54,40,43,52,50,54,44,40,50,43,52,53,50,53,45,54,44,40,50,43,52,53,50,53,45,50
J. Gesien,19,Germany,51,68,Hansa Rostock,CAM,50,30,36,48,45,50,39,30,45,36,48,51,44,50,41,50,39,30,45,36,48,51,44,50,41,44
N. Schmid,20,Austria,51,65,LASK Linz,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Shiihashi,20,Japan,51,57,Vegalta Sendai,CB,52,46,50,51,52,52,49,46,52,50,51,52,48,51,50,52,49,46,52,50,51,52,48,51,50,48
J. Dorangeon,20,France,51,61,La Berrichonne de Châteauroux,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Kraulich,18,Germany,51,66,Rot-Weiß Erfurt,CM,47,53,50,47,47,47,49,53,47,50,47,46,48,45,48,47,49,53,47,50,47,46,48,45,48,48
J. Hollywood,20,Republic of Ireland,51,62,Drogheda United,RM,48,32,38,47,45,48,40,32,45,38,47,50,44,49,42,48,40,32,45,38,47,50,44,49,42,44
R. Oliveira Alves,20,Switzerland,51,64,Grasshopper Club Zürich,CAM,49,33,34,50,42,49,37,33,42,34,50,49,50,51,38,49,37,33,42,34,50,49,50,51,38,50
S. Sidler,18,Switzerland,51,68,FC Luzern,RB,39,50,44,40,38,39,50,50,38,44,40,43,40,43,49,39,50,50,38,44,40,43,40,43,49,40
H. Pickering,19,England,51,66,Forest Green,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Sykes,18,England,51,64,Accrington Stanley,CB,33,50,45,33,36,33,47,50,36,45,33,36,35,34,45,33,47,50,36,45,33,36,35,34,45,35
M. Agboola,18,England,51,66,Oxford United,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Dykes,21,Scotland,51,63,Ross County FC,CM,48,53,53,45,50,48,52,53,50,53,45,48,44,46,51,48,52,53,50,53,45,48,44,46,51,44
A. Georgiou,17,Cyprus,51,65,Stevenage,ST,46,30,31,49,39,46,34,30,39,31,49,47,50,49,35,46,34,30,39,31,49,47,50,49,35,50
B. Hedley,18,England,51,63,Morecambe,CM,49,46,49,49,50,49,48,46,50,49,49,50,48,48,48,49,48,46,50,49,49,50,48,48,48,48
H. Al Mansour,24,Saudi Arabia,51,55,Al Faisaly,CM,51,49,50,50,50,51,48,49,50,50,50,51,50,49,48,51,48,49,50,50,50,51,50,49,48,50
M. Hegaard,19,Denmark,51,69,FC Helsingør,CB,36,50,47,34,39,36,43,50,39,47,34,37,36,34,42,36,43,50,39,47,34,37,36,34,42,36
E. Di Santantonio,21,France,51,60,Brescia,CDM,48,50,50,46,48,48,51,50,48,50,46,49,45,47,51,48,51,50,48,50,46,49,45,47,51,45
C. Tilt,25,England,51,54,Blackpool,CB,32,50,44,33,35,32,49,50,35,44,33,35,34,33,46,32,49,50,35,44,33,35,34,33,46,34
K. Weber,20,Denmark,51,63,Odense Boldklub,ST,48,32,33,49,43,48,33,32,43,33,49,46,50,47,34,48,33,32,43,33,49,46,50,47,34,50
J. Keaney,18,Republic of Ireland,51,63,Sligo Rovers,CB,50,46,47,49,50,50,47,46,50,47,49,51,48,50,48,50,47,46,50,47,49,51,48,50,48,48
L. Dias,18,France,51,71,Nîmes Olympique,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Dyche,19,England,51,67,Scunthorpe United,ST,49,48,46,50,47,49,48,48,47,46,50,50,50,50,48,49,48,48,47,46,50,50,50,50,48,50
J. Hove,16,Norway,51,69,Sogndal,CM,50,51,51,48,50,50,51,51,50,51,48,50,46,49,51,50,51,51,50,51,48,50,46,49,51,46
J. Knoll,17,Germany,51,62,Rot-Weiß Erfurt,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Husebø,18,Norway,51,64,Viking FK,CB,32,50,43,34,35,32,47,50,35,43,34,35,36,33,44,32,47,50,35,43,34,35,36,33,44,36
D. Noone,20,Republic of Ireland,51,60,Bray Wanderers,CAM,50,48,49,49,50,50,47,48,50,49,49,50,49,49,48,50,47,48,50,49,49,50,49,49,48,49
T. Sørås,19,Norway,51,67,Viking FK,CM,51,48,49,50,50,51,48,48,50,49,50,51,50,49,48,51,48,48,50,49,50,51,50,49,48,50
R. Wintle,20,England,51,61,Crewe Alexandra,CM,51,42,46,51,50,51,47,42,50,46,51,52,48,52,48,51,47,42,50,46,51,52,48,52,48,48
R. Cunningham,19,Scotland,51,65,Hamilton Academical FC,CM,50,48,49,49,50,50,48,48,50,49,49,50,48,49,48,50,48,48,50,49,49,50,48,49,48,48
K. Gunnarshaug,18,Norway,51,64,FK Haugesund,CM,49,47,48,49,50,49,48,47,50,48,49,49,48,48,48,49,48,47,50,48,49,49,48,48,48,48
D. Evangelista,22,Italy,51,58,Avellino,CF,49,30,32,51,43,49,33,30,43,32,51,48,52,50,35,49,33,30,43,32,51,48,52,50,35,52
T. Saloni,20,Italy,51,62,La Spezia,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Schulz,27,Germany,51,51,FC St. Gallen,CB,44,53,46,47,43,44,50,53,43,46,47,46,51,46,48,44,50,53,43,46,47,46,51,46,48,51
J. Bird,19,England,51,67,Barnsley,CDM,46,50,50,45,47,46,50,50,47,50,45,47,44,46,49,46,50,50,47,50,45,47,44,46,49,44
W. Jääskeläinen,18,Finland,51,70,Crewe Alexandra,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
E. McCormack,22,Republic of Ireland,51,58,Galway United,ST,46,31,32,49,41,46,33,31,41,32,49,46,50,48,34,46,33,31,41,32,49,46,50,48,34,50
R. Yamada,19,Japan,51,70,Omiya Ardija,CB,39,52,50,38,42,39,51,52,42,50,38,40,36,37,49,39,51,52,42,50,38,40,36,37,49,36
S. Bone,18,England,51,63,Shamrock Rovers,CB,30,50,44,30,34,30,45,50,34,44,30,32,32,29,43,30,45,50,34,44,30,32,32,29,43,32
T. Vancooten,19,England,51,66,Stevenage,RB,41,51,47,41,42,41,50,51,42,47,41,44,40,43,49,41,50,51,42,47,41,44,40,43,49,40
A. Viscovo,18,Italy,51,70,Crotone,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Ölander,19,Finland,51,67,HJK Helsinki,LB,41,47,45,41,41,41,50,47,41,45,41,46,39,44,50,41,50,47,41,45,41,46,39,44,50,39
A. Romero,19,Mexico,51,66,Pachuca,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Vertainen,18,Finland,51,66,HJK Helsinki,CM,47,49,51,45,50,47,48,49,50,51,45,46,44,44,47,47,48,49,50,51,45,46,44,44,47,44
R. Meshino,19,Japan,51,64,Gamba Osaka,ST,47,28,30,49,41,47,32,28,41,30,49,47,50,48,34,47,32,28,41,30,49,47,50,48,34,50
D. Turnbull,17,Scotland,51,67,Motherwell,CM,52,47,47,50,50,52,47,47,50,47,50,51,49,51,47,52,47,47,50,47,50,51,49,51,47,49
T. Schels,18,Germany,51,69,SpVgg Unterhaching,CDM,48,50,49,46,48,48,50,50,48,49,46,49,43,48,51,48,50,50,48,49,46,49,43,48,51,43
J. Thomas,18,England,51,64,Cheltenham Town,RM,51,43,47,49,50,51,48,43,50,47,49,51,45,50,49,51,48,43,50,47,49,51,45,50,49,45
M. Ruschmeier,21,Germany,51,59,VfL Osnabrück,CB,31,50,42,31,33,31,46,50,33,42,31,34,34,32,44,31,46,50,33,42,31,34,34,32,44,34
F. Blažek,19,Slovakia,51,63,Brøndby IF,CM,45,51,50,43,47,45,49,51,47,50,43,46,43,44,49,45,49,51,47,50,43,46,43,44,49,43
S. Šarić,19,Bosnia Herzegovina,51,63,SC Paderborn 07,CAM,50,37,41,49,47,50,44,37,47,41,49,51,46,51,46,50,44,37,47,41,49,51,46,51,46,46
H. Sharahili,24,Saudi Arabia,51,58,Al Batin,ST,47,31,31,49,40,47,35,31,40,31,49,47,50,49,36,47,35,31,40,31,49,47,50,49,36,50
P. Doyle,19,Republic of Ireland,51,66,Sligo Rovers,CM,49,45,48,48,50,49,46,45,50,48,48,50,45,47,47,49,46,45,50,48,48,50,45,47,47,45
K. Al Mozaibri,26,Saudi Arabia,51,56,Al Batin,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Papadopoulos,17,Germany,51,72,VfR Aalen,CB,33,50,43,34,35,33,46,50,35,43,34,36,36,35,44,33,46,50,35,43,34,36,36,35,44,36
C. McCarthy,19,Republic of Ireland,51,64,Cork City,CB,34,50,45,34,38,34,47,50,38,45,34,36,36,34,46,34,47,50,38,45,34,36,36,34,46,36
T. Harigaya,18,Japan,51,70,Júbilo Iwata,CM,51,42,45,50,50,51,47,42,50,45,50,52,47,50,47,51,47,42,50,45,50,52,47,50,47,47
E. Alarcón,24,Argentina,51,58,Club Atlético Patronato,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Yawson,17,England,51,66,Morecambe,LWB,47,35,38,48,44,47,43,35,44,38,48,50,46,49,44,47,43,35,44,38,48,50,46,49,44,46
J. Morris,18,England,51,70,Forest Green,LM,48,30,35,48,43,48,38,30,43,35,48,50,46,50,40,48,38,30,43,35,48,50,46,50,40,46
C. Johnson,19,England,51,68,Accrington Stanley,CM,49,48,49,49,50,49,49,48,50,49,49,50,49,48,49,49,49,48,50,49,49,50,49,48,49,49
A. Gilchrist,22,Scotland,51,61,St. Johnstone FC,ST,50,50,47,52,47,50,49,50,47,47,52,49,52,50,48,50,49,50,47,47,52,49,52,50,48,52
O. Brynhildsen,18,Norway,51,73,Stabæk Fotball,RM,49,48,48,49,48,49,50,48,48,48,49,50,49,49,50,49,50,48,48,48,49,50,49,49,50,49
S. Want,20,Scotland,51,65,Hamilton Academical FC,CB,30,50,44,31,33,30,48,50,33,44,31,33,34,32,45,30,48,50,33,44,31,33,34,32,45,34
M. Asllani,18,Switzerland,51,69,FC Lausanne-Sports,LM,50,35,39,49,46,50,39,35,46,39,49,50,49,51,41,50,39,35,46,39,49,50,49,51,41,49
J. Pryts Larsen,19,Denmark,51,62,Brøndby IF,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Buglio,19,Italy,51,69,Empoli,CDM,46,50,50,44,47,46,49,50,47,50,44,46,43,45,48,46,49,50,47,50,44,46,43,45,48,43
T. Smith,19,England,51,59,Swindon Town,CM,50,47,49,48,50,50,48,47,50,49,48,49,46,48,48,50,48,47,50,49,48,49,46,48,48,46
H. González,21,Mexico,51,59,Club Tijuana,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Ng,21,England,51,65,Crewe Alexandra,CB,37,52,47,38,39,37,50,52,39,47,38,40,39,38,48,37,50,52,39,47,38,40,39,38,48,39
T. Hunter,23,United States,51,58,Houston Dynamo,CB,31,50,43,32,34,31,47,50,34,43,32,33,33,31,44,31,47,50,34,43,32,33,33,31,44,33
G. Chande,19,Switzerland,51,68,FC Basel,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Almqvist,17,Sweden,51,68,IFK Norrköping,ST,51,43,47,50,50,51,48,43,50,47,50,52,47,51,48,51,48,43,50,47,50,52,47,51,48,47
J. Gertsen,20,Denmark,51,67,Silkeborg IF,CB,31,50,43,32,34,31,46,50,34,43,32,32,35,31,43,31,46,50,34,43,32,32,35,31,43,35
M. Warming,17,Denmark,51,66,Brøndby IF,ST,50,36,40,49,47,50,40,36,47,40,49,50,47,50,42,50,40,36,47,40,49,50,47,50,42,47
F. Murray,18,Scotland,51,71,Hibernian,LM,48,33,37,48,44,48,39,33,44,37,48,50,45,49,41,48,39,33,44,37,48,50,45,49,41,45
E. Hodge,21,England,51,66,Notts County,LW,48,29,31,49,39,48,35,29,39,31,49,49,48,51,36,48,35,29,39,31,49,49,48,51,36,48
J. Delianov,17,Australia,51,74,Melbourne City,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Nadesan,22,England,51,55,Fleetwood Town,ST,45,30,30,47,39,45,32,30,39,30,47,44,50,46,33,45,32,30,39,30,47,44,50,46,33,50
B. Gęsior,19,Poland,51,68,Sandecja Nowy Sącz,CM,50,48,50,48,50,50,51,48,50,50,48,50,47,49,51,50,51,48,50,50,48,50,47,49,51,47
L. Clayton,17,England,51,68,Cheltenham Town,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Muhamedbegovic,18,Austria,51,68,SKN St. Pölten,CB,30,50,43,32,33,30,47,50,33,43,32,34,35,32,44,30,47,50,33,43,32,34,35,32,44,35
A. Johansen,18,Norway,51,66,Stabæk Fotball,CDM,33,50,43,34,35,33,48,50,35,43,34,36,36,34,46,33,48,50,35,43,34,36,36,34,46,36
S. O'Mahony,21,Republic of Ireland,51,59,Cork City,CB,29,50,43,29,33,29,45,50,33,43,29,31,32,29,43,29,45,50,33,43,29,31,32,29,43,32
T. Widdrington,18,England,51,71,Portsmouth,CM,52,41,45,50,50,52,45,41,50,45,50,52,48,51,46,52,45,41,50,45,50,52,48,51,46,48
E. Damgaard,18,Denmark,51,63,FC Nordsjælland,RWB,44,51,48,43,44,44,51,51,44,48,43,46,41,45,50,44,51,51,44,48,43,46,41,45,50,41
F. Roepstorff,19,Denmark,51,70,FC Helsingør,ST,52,40,44,51,50,52,42,40,50,44,51,52,48,51,44,52,42,40,50,44,51,52,48,51,44,48
D. Craddock,19,Republic of Ireland,51,69,Aberdeen,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Tillson,24,England,51,57,Exeter City,CB,48,56,55,45,50,48,55,56,50,55,45,49,43,47,55,48,55,56,50,55,45,49,43,47,55,43
S. Mitsuzaki,19,Japan,51,64,Shimizu S-Pulse,CM,51,50,50,50,50,51,50,50,50,50,50,51,47,50,49,51,50,50,50,50,50,51,47,50,49,47
H. Al Radhi,23,Saudi Arabia,51,54,Al Fateh,LB,36,51,48,34,39,36,50,51,39,48,34,40,35,37,49,36,50,51,39,48,34,40,35,37,49,35
T. McDermott,19,Republic of Ireland,51,64,Derry City,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Iaciofano,18,England,51,67,Northampton Town,ST,50,28,33,52,43,50,35,28,43,33,52,51,50,52,37,50,35,28,43,33,52,51,50,52,37,50
D. Smith,18,England,51,64,Barnet,CB,31,50,42,32,33,31,47,50,33,42,32,34,35,32,44,31,47,50,33,42,32,34,35,32,44,35
R. Diaz,25,United States,51,55,New York Red Bulls,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Camará,20,Guinea Bissau,51,66,Crawley Town,ST,47,29,30,49,40,47,35,29,40,30,49,48,50,50,36,47,35,29,40,30,49,48,50,50,36,50
J. Gregory,19,England,51,66,Wigan Athletic,CM,51,45,48,49,50,51,46,45,50,48,49,50,44,49,47,51,46,45,50,48,49,50,44,49,47,44
J. Hamilton,18,Republic of Ireland,51,60,Bohemian FC,CM,51,42,46,50,50,51,46,42,50,46,50,51,48,51,47,51,46,42,50,46,50,51,48,51,47,48
M. Weiß,19,Germany,51,64,FC Carl Zeiss Jena,CAM,50,45,48,48,51,50,48,45,51,48,48,51,46,49,48,50,48,45,51,48,48,51,46,49,48,46
D. Berci,18,Romania,51,63,Perugia,LB,46,47,46,45,45,46,50,47,45,46,45,49,44,48,49,46,50,47,45,46,45,49,44,48,49,44
N. Kern,18,Germany,51,65,SV Darmstadt 98,CB,34,50,44,33,37,34,43,50,37,44,33,34,35,32,41,34,43,50,37,44,33,34,35,32,41,35
L. Petri,18,Germany,51,66,SV Darmstadt 98,RM,39,50,44,40,39,39,50,50,39,44,40,43,41,43,49,39,50,50,39,44,40,43,41,43,49,41
C. Sangster,17,England,51,70,Plymouth Argyle,CM,51,46,48,49,50,51,46,46,50,48,49,50,47,49,47,51,46,46,50,48,49,50,47,49,47,47
L. Fiordilino,20,Italy,51,61,Palermo,CDM,47,49,50,45,48,47,50,49,48,50,45,48,43,46,50,47,50,49,48,50,45,48,43,46,50,43
M. Carter,19,England,51,71,Charlton Athletic,CM,50,46,48,49,50,50,46,46,50,48,49,50,48,49,47,50,46,46,50,48,49,50,48,49,47,48
O. Drost,21,Denmark,51,58,AC Horsens,LM,46,30,31,49,40,46,33,30,40,31,49,46,50,47,34,46,33,30,40,31,49,46,50,47,34,50
D. Łuczak,20,Poland,51,59,Śląsk Wrocław,CAM,50,44,48,48,51,50,47,44,51,48,48,51,47,48,48,50,47,44,51,48,48,51,47,48,48,47
K. Nasurov,17,Russia,51,72,Terek Grozny,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Akiyama,22,Japan,51,59,Cerezo Osaka,CDM,51,48,49,49,50,51,48,48,50,49,49,51,49,49,48,51,48,48,50,49,49,51,49,49,48,49
T. De Villardi,23,France,51,58,Minnesota Thunder,CM,50,47,48,50,50,50,48,47,50,48,50,51,50,50,48,50,48,47,50,48,50,51,50,50,48,50
N. Gómez,20,Colombia,51,63,Deportivo Pasto,ST,48,31,32,50,42,48,35,31,42,32,50,48,50,49,37,48,35,31,42,32,50,48,50,49,37,50
J. Higashi,19,Japan,51,70,Vissel Kobe,RB,31,50,41,32,31,31,48,50,31,41,32,35,35,34,45,31,48,50,31,41,32,35,35,34,45,35
S. Gordon,20,Northern Ireland,51,64,Motherwell,CM,49,48,50,49,50,49,50,48,50,50,49,51,47,49,51,49,50,48,50,50,49,51,47,49,51,47
T. Damsgaard,19,Denmark,51,66,Randers FC,RB,45,48,47,45,44,45,50,48,44,47,45,48,42,47,51,45,50,48,44,47,45,48,42,47,51,42
E. Palacios,20,Colombia,51,60,Alianza Petrolera,CM,50,45,48,49,50,50,48,45,50,48,49,51,47,49,49,50,48,45,50,48,49,51,47,49,49,47
K. Tokushige,33,Japan,51,51,Vissel Kobe,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Cuevas,20,Colombia,51,63,CD Once Caldas Manizales,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Fägerhag,19,Sweden,51,66,Jönköpings Södra IF,CM,50,46,49,49,50,50,48,46,50,49,49,50,47,49,48,50,48,46,50,49,49,50,47,49,48,47
J. Sims,17,England,51,72,Blackpool,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Williams,18,England,51,72,Blackpool,CB,29,50,41,30,31,29,46,50,31,41,30,32,34,31,43,29,46,50,31,41,30,32,34,31,43,34
C. Brittain,19,England,51,70,Milton Keynes Dons,RM,50,44,45,51,47,50,50,44,47,45,51,53,50,53,51,50,50,44,47,45,51,53,50,53,51,50
O. Dale,18,England,51,68,Crewe Alexandra,ST,46,30,31,49,39,46,35,30,39,31,49,47,50,48,36,46,35,30,39,31,49,47,50,48,36,50
L. Fesser,22,Germany,51,60,SC Paderborn 07,CB,29,50,42,31,31,29,47,50,31,42,31,32,34,31,44,29,47,50,31,42,31,32,34,31,44,34
T. Lowery,19,England,51,68,Crewe Alexandra,CM,51,43,47,50,50,51,47,43,50,47,50,52,48,51,48,51,47,43,50,47,50,52,48,51,48,48
E. Torres,19,Colombia,51,65,Alianza Petrolera,RM,48,35,37,48,44,48,39,35,44,37,48,50,48,50,40,48,39,35,44,37,48,50,48,50,40,48
M. Proietti,20,Italy,51,57,Perugia,LB,32,54,47,33,36,32,50,54,36,47,33,36,36,34,48,32,50,54,36,47,33,36,36,34,48,36
M. Termanini,19,Sweden,50,67,AFC Eskilstuna,CB,30,49,41,32,32,30,45,49,32,41,32,33,35,32,43,30,45,49,32,41,32,33,35,32,43,35
O. Byrne,19,England,50,67,Cardiff City,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Jacobsen,19,Faroe Islands,50,70,SønderjyskE,RM,47,47,46,47,47,47,47,47,47,46,47,49,46,47,47,47,47,47,47,46,47,49,46,47,47,46
C. Metcalfe,17,Australia,50,68,Melbourne City,CM,49,49,50,48,49,49,50,49,49,50,48,50,45,48,50,49,50,49,49,50,48,50,45,48,50,45
E. Ross,20,England,50,62,West Bromwich Albion,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Walton,19,England,50,67,Barnsley,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Hornby,22,England,50,60,Port Vale,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Totland,18,Norway,50,66,Sogndal,LB,42,50,45,42,41,42,49,50,41,45,42,44,41,45,49,42,49,50,41,45,42,44,41,45,49,41
J. Egan,18,England,50,68,Carlisle United,RM,47,31,35,47,42,47,37,31,42,35,47,49,46,48,39,47,37,31,42,35,47,49,46,48,39,46
